,name,date,expenses
1933,Cheryl Clevenger,2020-04-06,350
1934,Cheryl Clevenger,2020-04-07,2876
1935,Cheryl Clevenger,2020-04-08,3357
1936,Cheryl Clevenger,2020-04-09,2890
1937,Cheryl Clevenger,2020-04-10,1654
1938,Cheryl Clevenger,2020-04-11,3168
1939,Cheryl Clevenger,2020-04-12,3223
1940,Cheryl Clevenger,2020-04-13,3490
1941,Cheryl Clevenger,2020-04-14,3044
1942,Cheryl Clevenger,2020-04-15,2881
1943,Cheryl Clevenger,2020-04-16,1081
1944,Cheryl Clevenger,2020-04-17,2550
1945,Cheryl Clevenger,2020-04-18,1861
1946,Cheryl Clevenger,2020-04-19,1529
1947,Cheryl Clevenger,2020-04-20,1410
1948,Cheryl Clevenger,2020-04-21,1753
1949,Cheryl Clevenger,2020-04-22,2282
1950,Cheryl Clevenger,2020-04-23,2354
1951,Cheryl Clevenger,2020-04-24,1072
1952,Cheryl Clevenger,2020-04-25,3235
1953,Cheryl Clevenger,2020-04-26,2136
1954,Cheryl Clevenger,2020-04-27,223
1955,Cheryl Clevenger,2020-04-28,2820
1956,Cheryl Clevenger,2020-04-29,1566
1957,Cheryl Clevenger,2020-04-30,1029
1958,Cheryl Clevenger,2020-05-01,1522
1959,Cheryl Clevenger,2020-05-02,2241
1960,Cheryl Clevenger,2020-05-03,2691
1961,Cheryl Clevenger,2020-05-04,3204
1962,Cheryl Clevenger,2020-05-05,1072
1963,Cheryl Clevenger,2020-05-06,670
1964,Cheryl Clevenger,2020-05-07,414
1965,Cheryl Clevenger,2020-05-08,2576
1966,Cheryl Clevenger,2020-05-09,625
1967,Cheryl Clevenger,2020-05-10,2808
1968,Cheryl Clevenger,2020-05-11,2186
1969,Cheryl Clevenger,2020-05-12,852
1970,Cheryl Clevenger,2020-05-13,2589
1971,Cheryl Clevenger,2020-05-14,855
1972,Cheryl Clevenger,2020-05-15,2073
1973,Cheryl Clevenger,2020-05-16,3125
1974,Cheryl Clevenger,2020-05-17,3115
1975,Cheryl Clevenger,2020-05-18,1134
1976,Cheryl Clevenger,2020-05-19,1052
1977,Cheryl Clevenger,2020-05-20,957
1978,Cheryl Clevenger,2020-05-21,486
1979,Cheryl Clevenger,2020-05-22,3389
1980,Cheryl Clevenger,2020-05-23,1692
1981,Cheryl Clevenger,2020-05-24,2848
1982,Cheryl Clevenger,2020-05-25,294
1983,Cheryl Clevenger,2020-05-26,2630
1984,Cheryl Clevenger,2020-05-27,1173
1985,Cheryl Clevenger,2020-05-28,540
1986,Cheryl Clevenger,2020-05-29,1901
1987,Cheryl Clevenger,2020-05-30,3320
1988,Cheryl Clevenger,2020-05-31,1116
1989,Cheryl Clevenger,2020-06-01,2896
1990,Cheryl Clevenger,2020-06-02,1949
1991,Cheryl Clevenger,2020-06-03,2805
1992,Cheryl Clevenger,2020-06-04,323
1993,Cheryl Clevenger,2020-06-05,2106
1994,Cheryl Clevenger,2020-06-06,1499
1995,Cheryl Clevenger,2020-06-07,288
1996,Cheryl Clevenger,2020-06-08,261
1997,Cheryl Clevenger,2020-06-09,1196
1998,Cheryl Clevenger,2020-06-10,2948
1999,Cheryl Clevenger,2020-06-11,719
2000,Cheryl Clevenger,2020-06-12,873
2001,Cheryl Clevenger,2020-06-13,1719
2002,Cheryl Clevenger,2020-06-14,914
2003,Cheryl Clevenger,2020-06-15,1170
2004,Nicholas Braun,2020-01-01,2846
2005,Nicholas Braun,2020-01-02,2875
2006,Nicholas Braun,2020-01-03,1625
2007,Nicholas Braun,2020-01-04,1926
2008,Nicholas Braun,2020-01-05,382
2009,Nicholas Braun,2020-01-06,2981
2010,Nicholas Braun,2020-01-07,1160
2011,Nicholas Braun,2020-01-08,967
2012,Nicholas Braun,2020-01-09,2496
2013,Nicholas Braun,2020-01-10,2377
2014,Nicholas Braun,2020-01-11,1010
2015,Nicholas Braun,2020-01-12,879
2016,Nicholas Braun,2020-01-13,2735
2017,Nicholas Braun,2020-01-14,2017
2018,Nicholas Braun,2020-01-15,2921
2019,Nicholas Braun,2020-01-16,2633
2020,Nicholas Braun,2020-01-17,3019
2021,Nicholas Braun,2020-01-18,1110
2022,Nicholas Braun,2020-01-19,3190
2023,Nicholas Braun,2020-01-20,2111
2024,Nicholas Braun,2020-01-21,3477
2025,Nicholas Braun,2020-01-22,993
2026,Nicholas Braun,2020-01-23,3128
2027,Nicholas Braun,2020-01-24,650
2028,Nicholas Braun,2020-01-25,3476
2029,Nicholas Braun,2020-01-26,3130
2030,Nicholas Braun,2020-01-27,2332
2031,Nicholas Braun,2020-01-28,1059
2032,Nicholas Braun,2020-01-29,2713
2033,Nicholas Braun,2020-01-30,2273
2034,Nicholas Braun,2020-01-31,1657
2035,Nicholas Braun,2020-02-01,1711
2036,Nicholas Braun,2020-02-02,2332
2037,Nicholas Braun,2020-02-03,215
2038,Nicholas Braun,2020-02-04,393
2039,Nicholas Braun,2020-02-05,2464
2040,Nicholas Braun,2020-02-06,2582
2041,Nicholas Braun,2020-02-07,3320
2042,Nicholas Braun,2020-02-08,3038
2043,Nicholas Braun,2020-02-09,1347
2044,Nicholas Braun,2020-02-10,1506
2045,Nicholas Braun,2020-02-11,777
2046,Nicholas Braun,2020-02-12,3242
2047,Nicholas Braun,2020-02-13,3265
2048,Nicholas Braun,2020-02-14,2749
2049,Nicholas Braun,2020-02-15,2712
2050,Nicholas Braun,2020-02-16,1652
2051,Nicholas Braun,2020-02-17,200
2052,Nicholas Braun,2020-02-18,1421
2053,Nicholas Braun,2020-02-19,1744
2054,Nicholas Braun,2020-02-20,2556
2055,Nicholas Braun,2020-02-21,1290
2056,Nicholas Braun,2020-02-22,2886
2057,Nicholas Braun,2020-02-23,2608
2058,Nicholas Braun,2020-02-24,2574
2059,Nicholas Braun,2020-02-25,1700
2060,Nicholas Braun,2020-02-26,1494
2061,Nicholas Braun,2020-02-27,2374
2062,Nicholas Braun,2020-02-28,270
2063,Nicholas Braun,2020-02-29,3344
2064,Nicholas Braun,2020-03-01,1937
2065,Nicholas Braun,2020-03-02,690
2066,Nicholas Braun,2020-03-03,2753
2067,Nicholas Braun,2020-03-04,679
2068,Nicholas Braun,2020-03-05,2074
2069,Nicholas Braun,2020-03-06,321
2070,Nicholas Braun,2020-03-07,3246
2071,Nicholas Braun,2020-03-08,422
2072,Nicholas Braun,2020-03-09,3276
2073,Nicholas Braun,2020-03-10,2493
2074,Nicholas Braun,2020-03-11,2484
2075,Nicholas Braun,2020-03-12,1150
2076,Nicholas Braun,2020-03-13,3455
2077,Nicholas Braun,2020-03-14,2659
2078,Nicholas Braun,2020-03-15,422
2079,Nicholas Braun,2020-03-16,3089
2080,Nicholas Braun,2020-03-17,1225
2081,Nicholas Braun,2020-03-18,2955
2082,Nicholas Braun,2020-03-19,1957
2083,Nicholas Braun,2020-03-20,3428
2084,Nicholas Braun,2020-03-21,1131
2085,Nicholas Braun,2020-03-22,730
2086,Nicholas Braun,2020-03-23,1924
2087,Nicholas Braun,2020-03-24,1790
2088,Nicholas Braun,2020-03-25,3208
2089,Nicholas Braun,2020-03-26,1539
2090,Nicholas Braun,2020-03-27,1356
2091,Nicholas Braun,2020-03-28,3300
2092,Nicholas Braun,2020-03-29,3202
2093,Nicholas Braun,2020-03-30,1118
2094,Nicholas Braun,2020-03-31,3023
2095,Nicholas Braun,2020-04-01,2206
2096,Nicholas Braun,2020-04-02,1220
2097,Nicholas Braun,2020-04-03,1105
2098,Nicholas Braun,2020-04-04,1347
2099,Nicholas Braun,2020-04-05,1663
2100,Nicholas Braun,2020-04-06,3222
2101,Nicholas Braun,2020-04-07,3103
2102,Nicholas Braun,2020-04-08,2793
2103,Nicholas Braun,2020-04-09,1421
2104,Nicholas Braun,2020-04-10,1502
2105,Nicholas Braun,2020-04-11,2804
2106,Nicholas Braun,2020-04-12,1579
2107,Nicholas Braun,2020-04-13,659
2108,Nicholas Braun,2020-04-14,2639
2109,Nicholas Braun,2020-04-15,2132
2110,Nicholas Braun,2020-04-16,1831
2111,Nicholas Braun,2020-04-17,2628
2112,Nicholas Braun,2020-04-18,2291
2113,Nicholas Braun,2020-04-19,1061
2114,Nicholas Braun,2020-04-20,3373
2115,Nicholas Braun,2020-04-21,2948
2116,Nicholas Braun,2020-04-22,370
2117,Nicholas Braun,2020-04-23,3079
2118,Nicholas Braun,2020-04-24,1512
2119,Nicholas Braun,2020-04-25,661
2120,Nicholas Braun,2020-04-26,2163
2121,Nicholas Braun,2020-04-27,301
2122,Nicholas Braun,2020-04-28,325
2123,Nicholas Braun,2020-04-29,3212
2124,Nicholas Braun,2020-04-30,1299
2125,Nicholas Braun,2020-05-01,526
2126,Nicholas Braun,2020-05-02,228
2127,Nicholas Braun,2020-05-03,3057
2128,Nicholas Braun,2020-05-04,2092
2129,Nicholas Braun,2020-05-05,1637
2130,Nicholas Braun,2020-05-06,2060
2131,Nicholas Braun,2020-05-07,2501
2132,Nicholas Braun,2020-05-08,3449
2133,Nicholas Braun,2020-05-09,3265
2134,Nicholas Braun,2020-05-10,591
2135,Nicholas Braun,2020-05-11,2848
2136,Nicholas Braun,2020-05-12,1693
2137,Nicholas Braun,2020-05-13,1891
2138,Nicholas Braun,2020-05-14,847
2139,Nicholas Braun,2020-05-15,1247
2140,Nicholas Braun,2020-05-16,1198
2141,Nicholas Braun,2020-05-17,3463
2142,Nicholas Braun,2020-05-18,1382
2143,Nicholas Braun,2020-05-19,3272
2144,Nicholas Braun,2020-05-20,2338
2145,Nicholas Braun,2020-05-21,3410
2146,Nicholas Braun,2020-05-22,1352
2147,Nicholas Braun,2020-05-23,707
2148,Nicholas Braun,2020-05-24,2238
2149,Nicholas Braun,2020-05-25,383
2150,Nicholas Braun,2020-05-26,1187
2151,Nicholas Braun,2020-05-27,950
2152,Nicholas Braun,2020-05-28,2606
2153,Nicholas Braun,2020-05-29,464
2154,Nicholas Braun,2020-05-30,853
2155,Nicholas Braun,2020-05-31,3121
2156,Nicholas Braun,2020-06-01,3033
2157,Nicholas Braun,2020-06-02,2857
2158,Nicholas Braun,2020-06-03,479
2159,Nicholas Braun,2020-06-04,1733
2160,Nicholas Braun,2020-06-05,3178
2161,Nicholas Braun,2020-06-06,3119
2162,Nicholas Braun,2020-06-07,670
2163,Nicholas Braun,2020-06-08,2207
2164,Nicholas Braun,2020-06-09,2679
2165,Nicholas Braun,2020-06-10,2691
2166,Nicholas Braun,2020-06-11,462
2167,Nicholas Braun,2020-06-12,2750
2168,Nicholas Braun,2020-06-13,689
2169,Nicholas Braun,2020-06-14,2587
2170,Nicholas Braun,2020-06-15,3384
2171,Dennis Daschofsky,2020-01-01,869
2172,Dennis Daschofsky,2020-01-02,1748
2173,Dennis Daschofsky,2020-01-03,2737
2174,Dennis Daschofsky,2020-01-04,2906
2175,Dennis Daschofsky,2020-01-05,654
2176,Dennis Daschofsky,2020-01-06,468
2177,Dennis Daschofsky,2020-01-07,997
2178,Dennis Daschofsky,2020-01-08,1110
2179,Dennis Daschofsky,2020-01-09,964
2180,Dennis Daschofsky,2020-01-10,463
2181,Dennis Daschofsky,2020-01-11,897
2182,Dennis Daschofsky,2020-01-12,1135
2183,Dennis Daschofsky,2020-01-13,213
2184,Dennis Daschofsky,2020-01-14,3078
2185,Dennis Daschofsky,2020-01-15,1393
2186,Dennis Daschofsky,2020-01-16,511
2187,Dennis Daschofsky,2020-01-17,670
2188,Dennis Daschofsky,2020-01-18,2084
2189,Dennis Daschofsky,2020-01-19,2686
2190,Dennis Daschofsky,2020-01-20,2515
2191,Dennis Daschofsky,2020-01-21,770
2192,Dennis Daschofsky,2020-01-22,1622
2193,Dennis Daschofsky,2020-01-23,1759
2194,Dennis Daschofsky,2020-01-24,1422
2195,Dennis Daschofsky,2020-01-25,2978
2196,Dennis Daschofsky,2020-01-26,1577
2197,Dennis Daschofsky,2020-01-27,2516
2198,Dennis Daschofsky,2020-01-28,2902
2199,Dennis Daschofsky,2020-01-29,2575
2200,Dennis Daschofsky,2020-01-30,690
2201,Dennis Daschofsky,2020-01-31,2660
2202,Dennis Daschofsky,2020-02-01,2780
2203,Dennis Daschofsky,2020-02-02,323
2204,Dennis Daschofsky,2020-02-03,2308
2205,Dennis Daschofsky,2020-02-04,3442
2206,Dennis Daschofsky,2020-02-05,972
2207,Dennis Daschofsky,2020-02-06,1577
2208,Dennis Daschofsky,2020-02-07,3327
2209,Dennis Daschofsky,2020-02-08,1014
2210,Dennis Daschofsky,2020-02-09,3282
2211,Dennis Daschofsky,2020-02-10,2222
2212,Dennis Daschofsky,2020-02-11,2383
2213,Dennis Daschofsky,2020-02-12,1565
2214,Dennis Daschofsky,2020-02-13,3064
2215,Dennis Daschofsky,2020-02-14,945
2216,Dennis Daschofsky,2020-02-15,2456
2217,Dennis Daschofsky,2020-02-16,214
2218,Dennis Daschofsky,2020-02-17,1804
2219,Dennis Daschofsky,2020-02-18,2841
2220,Dennis Daschofsky,2020-02-19,1387
2221,Dennis Daschofsky,2020-02-20,2146
2222,Dennis Daschofsky,2020-02-21,2776
2223,Dennis Daschofsky,2020-02-22,2855
2224,Dennis Daschofsky,2020-02-23,774
2225,Dennis Daschofsky,2020-02-24,607
2226,Dennis Daschofsky,2020-02-25,801
2227,Dennis Daschofsky,2020-02-26,3060
2228,Dennis Daschofsky,2020-02-27,2219
2229,Dennis Daschofsky,2020-02-28,2752
2230,Dennis Daschofsky,2020-02-29,2365
2231,Dennis Daschofsky,2020-03-01,1403
2232,Dennis Daschofsky,2020-03-02,660
2233,Dennis Daschofsky,2020-03-03,1237
2234,Dennis Daschofsky,2020-03-04,962
2235,Dennis Daschofsky,2020-03-05,1664
2236,Dennis Daschofsky,2020-03-06,2194
2237,Dennis Daschofsky,2020-03-07,3458
2238,Dennis Daschofsky,2020-03-08,1891
2239,Dennis Daschofsky,2020-03-09,2866
2240,Dennis Daschofsky,2020-03-10,1400
2241,Dennis Daschofsky,2020-03-11,3278
2242,Dennis Daschofsky,2020-03-12,1645
2243,Dennis Daschofsky,2020-03-13,1078
2244,Dennis Daschofsky,2020-03-14,651
2245,Dennis Daschofsky,2020-03-15,726
2246,Dennis Daschofsky,2020-03-16,2436
2247,Dennis Daschofsky,2020-03-17,916
2248,Dennis Daschofsky,2020-03-18,1018
2249,Dennis Daschofsky,2020-03-19,502
2250,Dennis Daschofsky,2020-03-20,360
2251,Dennis Daschofsky,2020-03-21,2948
2252,Dennis Daschofsky,2020-03-22,2051
2253,Dennis Daschofsky,2020-03-23,2390
2254,Dennis Daschofsky,2020-03-24,2964
2255,Dennis Daschofsky,2020-03-25,2558
2256,Dennis Daschofsky,2020-03-26,1378
2257,Dennis Daschofsky,2020-03-27,2116
2258,Dennis Daschofsky,2020-03-28,999
2259,Dennis Daschofsky,2020-03-29,2096
2260,Dennis Daschofsky,2020-03-30,1489
2261,Dennis Daschofsky,2020-03-31,680
2262,Dennis Daschofsky,2020-04-01,3221
2263,Dennis Daschofsky,2020-04-02,2321
2264,Dennis Daschofsky,2020-04-03,1070
2265,Dennis Daschofsky,2020-04-04,3313
2266,Dennis Daschofsky,2020-04-05,976
2267,Dennis Daschofsky,2020-04-06,1537
2268,Dennis Daschofsky,2020-04-07,848
2269,Dennis Daschofsky,2020-04-08,2935
2270,Dennis Daschofsky,2020-04-09,1178
2271,Dennis Daschofsky,2020-04-10,270
2272,Dennis Daschofsky,2020-04-11,1534
2273,Dennis Daschofsky,2020-04-12,923
2274,Dennis Daschofsky,2020-04-13,219
2275,Dennis Daschofsky,2020-04-14,2140
2276,Dennis Daschofsky,2020-04-15,1587
2277,Dennis Daschofsky,2020-04-16,948
2278,Dennis Daschofsky,2020-04-17,992
2279,Dennis Daschofsky,2020-04-18,309
2280,Dennis Daschofsky,2020-04-19,411
2281,Dennis Daschofsky,2020-04-20,1106
2282,Dennis Daschofsky,2020-04-21,1574
2283,Dennis Daschofsky,2020-04-22,3444
2284,Dennis Daschofsky,2020-04-23,3174
2285,Dennis Daschofsky,2020-04-24,2819
2286,Dennis Daschofsky,2020-04-25,904
2287,Dennis Daschofsky,2020-04-26,2491
2288,Dennis Daschofsky,2020-04-27,1852
2289,Dennis Daschofsky,2020-04-28,2316
2290,Dennis Daschofsky,2020-04-29,3278
2291,Dennis Daschofsky,2020-04-30,2619
2292,Dennis Daschofsky,2020-05-01,3203
2293,Dennis Daschofsky,2020-05-02,3305
2294,Dennis Daschofsky,2020-05-03,1917
2295,Dennis Daschofsky,2020-05-04,2582
2296,Dennis Daschofsky,2020-05-05,293
2297,Dennis Daschofsky,2020-05-06,823
2298,Dennis Daschofsky,2020-05-07,3449
2299,Dennis Daschofsky,2020-05-08,2402
2300,Dennis Daschofsky,2020-05-09,1441
2301,Dennis Daschofsky,2020-05-10,2065
2302,Dennis Daschofsky,2020-05-11,1056
2303,Dennis Daschofsky,2020-05-12,1096
2304,Dennis Daschofsky,2020-05-13,2385
2305,Dennis Daschofsky,2020-05-14,911
2306,Dennis Daschofsky,2020-05-15,361
2307,Dennis Daschofsky,2020-05-16,2005
2308,Dennis Daschofsky,2020-05-17,3444
2309,Dennis Daschofsky,2020-05-18,1462
2310,Dennis Daschofsky,2020-05-19,2301
2311,Dennis Daschofsky,2020-05-20,696
2312,Dennis Daschofsky,2020-05-21,3412
2313,Dennis Daschofsky,2020-05-22,1250
2314,Dennis Daschofsky,2020-05-23,1046
2315,Dennis Daschofsky,2020-05-24,2033
2316,Dennis Daschofsky,2020-05-25,481
2317,Dennis Daschofsky,2020-05-26,1944
2318,Dennis Daschofsky,2020-05-27,2447
2319,Dennis Daschofsky,2020-05-28,3338
2320,Dennis Daschofsky,2020-05-29,1279
2321,Dennis Daschofsky,2020-05-30,1823
2322,Dennis Daschofsky,2020-05-31,3031
2323,Dennis Daschofsky,2020-06-01,2321
2324,Dennis Daschofsky,2020-06-02,404
2325,Dennis Daschofsky,2020-06-03,1248
2326,Dennis Daschofsky,2020-06-04,1093
2327,Dennis Daschofsky,2020-06-05,657
2328,Dennis Daschofsky,2020-06-06,835
2329,Dennis Daschofsky,2020-06-07,2963
2330,Dennis Daschofsky,2020-06-08,2704
2331,Dennis Daschofsky,2020-06-09,2369
2332,Dennis Daschofsky,2020-06-10,1013
2333,Dennis Daschofsky,2020-06-11,2507
2334,Dennis Daschofsky,2020-06-12,2582
2335,Dennis Daschofsky,2020-06-13,2166
2336,Dennis Daschofsky,2020-06-14,1902
2337,Dennis Daschofsky,2020-06-15,2077
2338,Anna Ma,2020-01-01,1556
2339,Anna Ma,2020-01-02,484
2340,Anna Ma,2020-01-03,3250
2341,Anna Ma,2020-01-04,1454
2342,Anna Ma,2020-01-05,2385
2343,Anna Ma,2020-01-06,3195
2344,Anna Ma,2020-01-07,2094
2345,Anna Ma,2020-01-08,1672
2346,Anna Ma,2020-01-09,707
2347,Anna Ma,2020-01-10,2876
2348,Anna Ma,2020-01-11,963
2349,Anna Ma,2020-01-12,772
2350,Anna Ma,2020-01-13,922
2351,Anna Ma,2020-01-14,1958
2352,Anna Ma,2020-01-15,337
2353,Anna Ma,2020-01-16,2898
2354,Anna Ma,2020-01-17,454
2355,Anna Ma,2020-01-18,434
2356,Anna Ma,2020-01-19,1276
2357,Anna Ma,2020-01-20,521
2358,Anna Ma,2020-01-21,3299
2359,Anna Ma,2020-01-22,608
2360,Anna Ma,2020-01-23,3128
2361,Anna Ma,2020-01-24,709
2362,Anna Ma,2020-01-25,1913
2363,Anna Ma,2020-01-26,1005
2364,Anna Ma,2020-01-27,2893
2365,Anna Ma,2020-01-28,380
2366,Anna Ma,2020-01-29,1779
2367,Anna Ma,2020-01-30,1169
2368,Anna Ma,2020-01-31,3032
2369,Anna Ma,2020-02-01,1529
2370,Anna Ma,2020-02-02,2353
2371,Anna Ma,2020-02-03,1989
2372,Anna Ma,2020-02-04,1942
2373,Anna Ma,2020-02-05,2989
2374,Anna Ma,2020-02-06,2446
2375,Anna Ma,2020-02-07,2192
2376,Anna Ma,2020-02-08,2241
2377,Anna Ma,2020-02-09,1444
2378,Anna Ma,2020-02-10,1079
2379,Anna Ma,2020-02-11,2396
2380,Anna Ma,2020-02-12,1644
2381,Anna Ma,2020-02-13,1454
2382,Anna Ma,2020-02-14,888
2383,Anna Ma,2020-02-15,895
2384,Anna Ma,2020-02-16,3298
2385,Anna Ma,2020-02-17,3035
2386,Anna Ma,2020-02-18,651
2387,Anna Ma,2020-02-19,2528
2388,Anna Ma,2020-02-20,2517
2389,Anna Ma,2020-02-21,2882
2390,Anna Ma,2020-02-22,3088
2391,Anna Ma,2020-02-23,1219
2392,Anna Ma,2020-02-24,1327
2393,Anna Ma,2020-02-25,1424
2394,Anna Ma,2020-02-26,1233
2395,Anna Ma,2020-02-27,709
2396,Anna Ma,2020-02-28,1087
2397,Anna Ma,2020-02-29,3166
2398,Anna Ma,2020-03-01,716
2399,Anna Ma,2020-03-02,3359
2400,Anna Ma,2020-03-03,3419
2401,Anna Ma,2020-03-04,2026
2402,Anna Ma,2020-03-05,2357
2403,Anna Ma,2020-03-06,1398
2404,Anna Ma,2020-03-07,651
2405,Anna Ma,2020-03-08,2067
2406,Anna Ma,2020-03-09,3101
2407,Anna Ma,2020-03-10,3346
2408,Anna Ma,2020-03-11,678
2409,Anna Ma,2020-03-12,573
2410,Anna Ma,2020-03-13,626
2411,Anna Ma,2020-03-14,1078
2412,Anna Ma,2020-03-15,1481
2413,Anna Ma,2020-03-16,448
2414,Anna Ma,2020-03-17,2189
2415,Anna Ma,2020-03-18,3029
2416,Anna Ma,2020-03-19,3231
2417,Anna Ma,2020-03-20,654
2418,Anna Ma,2020-03-21,1804
2419,Anna Ma,2020-03-22,1442
2420,Anna Ma,2020-03-23,611
2421,Anna Ma,2020-03-24,1840
2422,Anna Ma,2020-03-25,2880
2423,Anna Ma,2020-03-26,474
2424,Anna Ma,2020-03-27,3312
2425,Anna Ma,2020-03-28,759
2426,Anna Ma,2020-03-29,1755
2427,Anna Ma,2020-03-30,2204
2428,Anna Ma,2020-03-31,534
2429,Anna Ma,2020-04-01,1520
2430,Anna Ma,2020-04-02,252
2431,Anna Ma,2020-04-03,2250
2432,Anna Ma,2020-04-04,2308
2433,Anna Ma,2020-04-05,1410
2434,Anna Ma,2020-04-06,2796
2435,Anna Ma,2020-04-07,2137
2436,Anna Ma,2020-04-08,2518
2437,Anna Ma,2020-04-09,1202
2438,Anna Ma,2020-04-10,1101
2439,Anna Ma,2020-04-11,1476
2440,Anna Ma,2020-04-12,1444
2441,Anna Ma,2020-04-13,2419
2442,Anna Ma,2020-04-14,1517
2443,Anna Ma,2020-04-15,1185
2444,Anna Ma,2020-04-16,357
2445,Anna Ma,2020-04-17,2590
2446,Anna Ma,2020-04-18,222
2447,Anna Ma,2020-04-19,2429
2448,Anna Ma,2020-04-20,3238
2449,Anna Ma,2020-04-21,1839
2450,Anna Ma,2020-04-22,1891
2451,Anna Ma,2020-04-23,510
2452,Anna Ma,2020-04-24,1116
2453,Anna Ma,2020-04-25,3471
2454,Anna Ma,2020-04-26,2003
2455,Anna Ma,2020-04-27,1869
2456,Anna Ma,2020-04-28,1338
2457,Anna Ma,2020-04-29,2940
2458,Anna Ma,2020-04-30,3419
2459,Anna Ma,2020-05-01,2256
2460,Anna Ma,2020-05-02,253
2461,Anna Ma,2020-05-03,349
2462,Anna Ma,2020-05-04,382
2463,Anna Ma,2020-05-05,1411
2464,Anna Ma,2020-05-06,2651
2465,Anna Ma,2020-05-07,1337
2466,Anna Ma,2020-05-08,3190
2467,Anna Ma,2020-05-09,1148
2468,Anna Ma,2020-05-10,1348
2469,Anna Ma,2020-05-11,571
2470,Anna Ma,2020-05-12,3176
2471,Anna Ma,2020-05-13,3304
2472,Anna Ma,2020-05-14,2909
2473,Anna Ma,2020-05-15,710
2474,Anna Ma,2020-05-16,3092
2475,Anna Ma,2020-05-17,2338
2476,Anna Ma,2020-05-18,2242
2477,Anna Ma,2020-05-19,1915
2478,Anna Ma,2020-05-20,1444
2479,Anna Ma,2020-05-21,3471
2480,Anna Ma,2020-05-22,2803
2481,Anna Ma,2020-05-23,1927
2482,Anna Ma,2020-05-24,2622
2483,Anna Ma,2020-05-25,1992
2484,Anna Ma,2020-05-26,1563
2485,Anna Ma,2020-05-27,329
2486,Anna Ma,2020-05-28,893
2487,Anna Ma,2020-05-29,2234
2488,Anna Ma,2020-05-30,506
2489,Anna Ma,2020-05-31,3482
2490,Anna Ma,2020-06-01,416
2491,Anna Ma,2020-06-02,670
2492,Anna Ma,2020-06-03,1578
2493,Anna Ma,2020-06-04,1861
2494,Anna Ma,2020-06-05,1913
2495,Anna Ma,2020-06-06,2278
2496,Anna Ma,2020-06-07,3271
2497,Anna Ma,2020-06-08,653
2498,Anna Ma,2020-06-09,3052
2499,Anna Ma,2020-06-10,263
2500,Anna Ma,2020-06-11,871
2501,Anna Ma,2020-06-12,1353
2502,Anna Ma,2020-06-13,611
2503,Anna Ma,2020-06-14,1220
2504,Anna Ma,2020-06-15,2580
2505,Susan Kalhorn,2020-01-01,730
2506,Susan Kalhorn,2020-01-02,923
2507,Susan Kalhorn,2020-01-03,919
2508,Susan Kalhorn,2020-01-04,987
2509,Susan Kalhorn,2020-01-05,2647
2510,Susan Kalhorn,2020-01-06,2915
2511,Susan Kalhorn,2020-01-07,2150
2512,Susan Kalhorn,2020-01-08,1357
2513,Susan Kalhorn,2020-01-09,1681
2514,Susan Kalhorn,2020-01-10,3077
2515,Susan Kalhorn,2020-01-11,2511
2516,Susan Kalhorn,2020-01-12,3372
2517,Susan Kalhorn,2020-01-13,330
2518,Susan Kalhorn,2020-01-14,2132
2519,Susan Kalhorn,2020-01-15,3165
2520,Susan Kalhorn,2020-01-16,1439
2521,Susan Kalhorn,2020-01-17,3241
2522,Susan Kalhorn,2020-01-18,2023
2523,Susan Kalhorn,2020-01-19,3180
2524,Susan Kalhorn,2020-01-20,995
2525,Susan Kalhorn,2020-01-21,2869
2526,Susan Kalhorn,2020-01-22,310
2527,Susan Kalhorn,2020-01-23,309
2528,Susan Kalhorn,2020-01-24,1081
2529,Susan Kalhorn,2020-01-25,593
2530,Susan Kalhorn,2020-01-26,2452
2531,Susan Kalhorn,2020-01-27,495
2532,Susan Kalhorn,2020-01-28,1061
2533,Susan Kalhorn,2020-01-29,2034
2534,Susan Kalhorn,2020-01-30,3480
2535,Susan Kalhorn,2020-01-31,681
2536,Susan Kalhorn,2020-02-01,1958
2537,Susan Kalhorn,2020-02-02,2143
2538,Susan Kalhorn,2020-02-03,1745
2539,Susan Kalhorn,2020-02-04,2531
2540,Susan Kalhorn,2020-02-05,1929
2541,Susan Kalhorn,2020-02-06,2431
2542,Susan Kalhorn,2020-02-07,2620
2543,Susan Kalhorn,2020-02-08,540
2544,Susan Kalhorn,2020-02-09,2892
2545,Susan Kalhorn,2020-02-10,911
2546,Susan Kalhorn,2020-02-11,736
2547,Susan Kalhorn,2020-02-12,2555
2548,Susan Kalhorn,2020-02-13,1442
2549,Susan Kalhorn,2020-02-14,1661
2550,Susan Kalhorn,2020-02-15,683
2551,Susan Kalhorn,2020-02-16,1377
2552,Susan Kalhorn,2020-02-17,3240
2553,Susan Kalhorn,2020-02-18,1552
2554,Susan Kalhorn,2020-02-19,1640
2555,Susan Kalhorn,2020-02-20,961
2556,Susan Kalhorn,2020-02-21,737
2557,Susan Kalhorn,2020-02-22,2854
2558,Susan Kalhorn,2020-02-23,2326
2559,Susan Kalhorn,2020-02-24,1320
2560,Susan Kalhorn,2020-02-25,2915
2561,Susan Kalhorn,2020-02-26,3031
2562,Susan Kalhorn,2020-02-27,1699
2563,Susan Kalhorn,2020-02-28,2734
2564,Susan Kalhorn,2020-02-29,1126
2565,Susan Kalhorn,2020-03-01,3037
2566,Susan Kalhorn,2020-03-02,801
